Time,Pair,Side,Price,Executed,Amount,Fee
2025-01-10 07:35:47,FLOKIUSDC,SELL,0.0001647,70504FLOKI,11.6120088USDC,0.01161201USDC
2025-01-10 07:35:47,FLOKIUSDC,SELL,0.0001647,200000FLOKI,32.94USDC,0.03294USDC
2025-01-10 07:35:47,FLOKIUSDC,SELL,0.0001647,200000FLOKI,32.94USDC,0.03294USDC
2025-01-10 07:35:47,FLOKIUSDC,SELL,0.0001647,14748FLOKI,2.4289956USDC,0.002429USDC
2025-01-10 07:35:47,FLOKIUSDC,SELL,0.0001647,200000FLOKI,32.94USDC,0.03294USDC
2025-01-10 07:35:47,FLOKIUSDC,SELL,0.0001647,200000FLOKI,32.94USDC,0.03294USDC
2025-01-10 07:35:47,FLOKIUSDC,SELL,0.0001647,14748FLOKI,2.4289956USDC,0.002429USDC
2025-01-10 07:35:47,FLOKIUSDC,SELL,0.0001647,200000FLOKI,32.94USDC,0.03294USDC
2025-01-10 07:35:47,FLOKIUSDC,SELL,0.0001647,200000FLOKI,32.94USDC,0.03294USDC
2025-01-10 07:35:47,FLOKIUSDC,SELL,0.0001647,14748FLOKI,2.4289956USDC,0.002429USDC
2025-01-10 07:35:47,FLOKIUSDC,SELL,0.0001647,14748FLOKI,2.4289956USDC,0.002429USDC
2025-01-10 07:35:47,FLOKIUSDC,SELL,0.0001647,14748FLOKI,2.4289956USDC,0.002429USDC
2025-01-10 07:35:47,FLOKIUSDC,SELL,0.0001647,14748FLOKI,2.4289956USDC,0.002429USDC
2025-01-10 07:35:47,FLOKIUSDC,SELL,0.0001647,168000FLOKI,27.6696USDC,0.0276696USDC
2025-01-10 07:35:47,FLOKIUSDC,SELL,0.0001647,14748FLOKI,2.4289956USDC,0.002429USDC
2025-01-10 07:35:47,FLOKIUSDC,SELL,0.0001647,14748FLOKI,2.4289956USDC,0.002429USDC
2025-01-10 07:35:47,FLOKIUSDC,SELL,0.0001647,200000FLOKI,32.94USDC,0.03294USDC
2025-01-10 07:35:47,FLOKIUSDC,SELL,0.0001647,14748FLOKI,2.4289956USDC,0.002429USDC
2025-01-10 07:35:47,FLOKIUSDC,SELL,0.0001647,200000FLOKI,32.94USDC,0.03294USDC
2025-01-10 07:35:47,FLOKIUSDC,SELL,0.0001647,200000FLOKI,32.94USDC,0.03294USDC
2025-01-10 07:35:47,FLOKIUSDC,SELL,0.0001647,14748FLOKI,2.4289956USDC,0.002429USDC
2025-01-09 15:12:44,FLOKIUSDC,BUY,0.000164,2439024FLOKI,399.999936USDC,2439.02FLOKI
2025-01-09 15:12:44,FLOKIUSDC,BUY,0.000164,3658536FLOKI,599.999904USDC,3658.54FLOKI
2025-01-09 15:12:39,PEPEUSDC,BUY,0.0000174,93140321PEPE,1620.6415854USDC,93140.32PEPE
2025-01-08 06:36:13,PEPEUSDC,SELL,0.00001838,271886PEPE,4.99726468USDC,0.00499726USDC
2025-01-08 06:36:13,PEPEUSDC,SELL,0.00001838,1088139PEPE,19.99999482USDC,0.01999999USDC
2025-01-08 06:36:13,PEPEUSDC,SELL,0.00001838,4080522PEPE,74.99999436USDC,0.07499999USDC
2025-01-08 06:36:13,PEPEUSDC,SELL,0.00001838,1088139PEPE,19.99999482USDC,0.01999999USDC
2025-01-08 06:36:13,PEPEUSDC,SELL,0.00001838,17518228PEPE,321.98503064USDC,0.32198503USDC
2025-01-08 06:36:13,PEPEUSDC,SELL,0.00001838,163220PEPE,2.9999836USDC,0.00299998USDC
2025-01-08 06:36:13,PEPEUSDC,SELL,0.00001838,407830PEPE,7.4959154USDC,0.00749592USDC
2025-01-08 06:36:13,PEPEUSDC,SELL,0.00001838,1088139PEPE,19.99999482USDC,0.01999999USDC
2025-01-08 06:36:12,PEPEUSDC,SELL,0.00001838,342763PEPE,6.29998394USDC,0.00629998USDC
2025-01-08 06:36:11,PEPEUSDC,SELL,0.00001838,97879PEPE,1.79901602USDC,0.00179902USDC
2025-01-08 06:36:11,PEPEUSDC,SELL,0.00001838,87931460PEPE,1616.1802348USDC,1.61618023USDC
2025-01-08 06:36:11,PEPEUSDC,SELL,0.00001838,612078PEPE,11.24999364USDC,0.01124999USDC
2025-01-08 06:36:11,PEPEUSDC,SELL,0.00001838,271886PEPE,4.99726468USDC,0.00499726USDC
2025-01-08 06:36:11,PEPEUSDC,SELL,0.00001838,815660PEPE,14.9918308USDC,0.01499183USDC
2025-01-08 06:36:10,PEPEUSDC,SELL,0.00001838,108813PEPE,1.99998294USDC,0.00199998USDC
2025-01-08 06:36:10,PEPEUSDC,SELL,0.00001838,163220PEPE,2.9999836USDC,0.00299998USDC
2025-01-08 06:36:09,PEPEUSDC,SELL,0.00001838,48952018PEPE,899.73809084USDC,0.89973809USDC
2025-01-04 05:03:06,BIOUSDT,BUY,0.75,2091.3BIO,1568.475USDT,2.0913BIO
2025-01-04 05:02:48,BIOUSDT,BUY,0.75,541.5BIO,406.125USDT,0.5415BIO
2025-01-03 17:47:27,BIOUSDT,SELL,0.82,2410.4BIO,1976.528USDT,1.976528USDT
2025-01-03 16:15:28,BIOUSDT,BUY,0.79,2412.9BIO,1906.191USDT,2.4129BIO
2024-12-29 16:51:08,FLOKIUSDC,SELL,0.0001763,1208044FLOKI,212.9781572USDC,0.21297816USDC
2024-12-29 16:51:07,FLOKIUSDC,SELL,0.0001763,14748FLOKI,2.6000724USDC,0.00260007USDC
2024-12-29 16:51:07,FLOKIUSDC,SELL,0.0001763,200000FLOKI,35.26USDC,0.03526USDC
2024-12-29 16:51:07,FLOKIUSDC,SELL,0.0001763,200000FLOKI,35.26USDC,0.03526USDC
2024-12-29 16:51:07,FLOKIUSDC,SELL,0.0001763,70503FLOKI,12.4296789USDC,0.01242968USDC
2024-12-29 16:51:07,FLOKIUSDC,SELL,0.0001763,70504FLOKI,12.4298552USDC,0.01242986USDC
2024-12-29 16:51:07,FLOKIUSDC,SELL,0.0001763,200000FLOKI,35.26USDC,0.03526USDC
2024-12-29 16:51:07,FLOKIUSDC,SELL,0.0001763,14748FLOKI,2.6000724USDC,0.00260007USDC
2024-12-29 16:51:07,FLOKIUSDC,SELL,0.0001763,70504FLOKI,12.4298552USDC,0.01242986USDC
2024-12-29 16:51:07,FLOKIUSDC,SELL,0.0001763,140000FLOKI,24.682USDC,0.024682USDC
2024-12-29 16:51:07,FLOKIUSDC,SELL,0.0001763,200000FLOKI,35.26USDC,0.03526USDC
2024-12-29 16:51:07,FLOKIUSDC,SELL,0.0001763,14748FLOKI,2.6000724USDC,0.00260007USDC
2024-12-29 16:51:07,FLOKIUSDC,SELL,0.0001763,14748FLOKI,2.6000724USDC,0.00260007USDC
2024-12-29 16:51:07,FLOKIUSDC,SELL,0.0001763,14748FLOKI,2.6000724USDC,0.00260007USDC
2024-12-29 16:51:07,FLOKIUSDC,SELL,0.0001763,200000FLOKI,35.26USDC,0.03526USDC
2024-12-29 16:51:07,FLOKIUSDC,SELL,0.0001763,200000FLOKI,35.26USDC,0.03526USDC
2024-12-29 16:51:07,FLOKIUSDC,SELL,0.0001763,14748FLOKI,2.6000724USDC,0.00260007USDC
2024-12-24 04:20:36,DOTUSDC,BUY,7.15,95.84DOT,685.256USDC,0.09584DOT
2024-12-24 04:20:29,DOTUSDC,BUY,7.15,50DOT,357.5USDC,0.05DOT
2024-12-24 04:20:20,DOTUSDC,BUY,7.15,136.87DOT,978.6205USDC,0.13687DOT
2024-12-24 04:20:20,DOTUSDC,BUY,7.15,136.87DOT,978.6205USDC,0.13687DOT
2024-12-24 04:13:24,PEPEUSDC,BUY,0.000018,35678953PEPE,642.221154USDC,35678.95PEPE
2024-12-24 04:13:24,PEPEUSDC,BUY,0.000018,56179775PEPE,1011.23595USDC,56179.78PEPE
2024-12-24 04:13:24,PEPEUSDC,BUY,0.000018,19252383PEPE,346.542894USDC,19252.38PEPE
2024-12-23 23:46:47,PEPEUSDC,BUY,0.0000185,4105371PEPE,75.9493635USDC,4105.37PEPE
2024-12-23 23:46:47,PEPEUSDC,BUY,0.0000185,49948683PEPE,924.0506355USDC,49948.68PEPE
2024-12-22 21:38:46,CLVUSDT,SELL,0.075,5407.5CLV,405.5625USDT,0.4055625USDT
2024-12-21 00:11:57,FLOKIUSDC,BUY,0.0001754,2835879FLOKI,497.4131766USDC,2835.88FLOKI
2024-12-21 00:11:57,FLOKIUSDC,BUY,0.0001754,14748FLOKI,2.5867992USDC,14.75FLOKI
2024-12-20 10:49:30,DOTUSDC,SELL,6.65,6.88DOT,45.752USDC,0.045752USDC
2024-12-20 10:49:30,DOTUSDC,SELL,6.65,18.22DOT,121.163USDC,0.121163USDC
2024-12-20 10:49:30,DOTUSDC,SELL,6.65,50DOT,332.5USDC,0.3325USDC
2024-12-20 10:49:30,DOTUSDC,SELL,6.65,1.73DOT,11.5045USDC,0.0115045USDC
2024-12-20 10:48:53,TRBUSDC,SELL,57,4.877TRB,277.989USDC,0.277989USDC
2024-12-20 10:48:53,TRBUSDC,SELL,57,5.13TRB,292.41USDC,0.29241USDC
2024-12-20 10:48:40,PNUTUSDC,SELL,0.63,2517.1PNUT,1585.773USDC,1.585773USDC
2024-12-20 10:44:15,PEPEUSDC,SELL,0.0000162,58388845PEPE,945.899289USDC,0.94589929USDC
2024-12-20 10:44:15,PEPEUSDC,SELL,0.0000162,147609068PEPE,2391.2669016USDC,2.3912669USDC
2024-12-20 10:44:01,BOMEUSDC,SELL,0.005856,21600BOME,126.4896USDC,0.12016512USDC
2024-12-20 10:44:01,BOMEUSDC,SELL,0.005856,71353BOME,417.843168USDC,0.39695101USDC
2024-12-20 10:44:01,BOMEUSDC,SELL,0.005855,24576BOME,143.89248USDC,0.13669786USDC
2024-12-19 20:24:36,DOTUSDC,SELL,6.932,3.21DOT,22.25172USDC,0.02225172USDC
2024-12-19 20:24:36,DOTUSDC,SELL,6.932,26.33DOT,182.51956USDC,0.18251956USDC
2024-12-19 20:24:36,DOTUSDC,SELL,6.932,75.96DOT,526.55472USDC,0.52655472USDC
2024-12-19 20:24:36,DOTUSDC,SELL,6.932,4.64DOT,32.16448USDC,0.03216448USDC
2024-12-19 20:24:36,DOTUSDC,SELL,6.932,0.85DOT,5.8922USDC,0.0058922USDC
2024-12-19 20:24:36,DOTUSDC,SELL,6.932,2.17DOT,15.04244USDC,0.01504244USDC
2024-12-19 20:24:36,DOTUSDC,SELL,6.932,1.01DOT,7.00132USDC,0.00700132USDC
2024-12-19 20:24:36,DOTUSDC,SELL,6.932,85.05DOT,589.5666USDC,0.5895666USDC
2024-12-19 20:24:36,DOTUSDC,SELL,6.932,10.31DOT,71.46892USDC,0.07146892USDC
2024-12-19 20:24:36,DOTUSDC,SELL,6.932,2.2DOT,15.2504USDC,0.0152504USDC
2024-12-19 19:29:03,PNUTUSDC,BUY,0.74,2519.7PNUT,1864.578USDC,2.5197PNUT
2024-12-19 17:26:17,DOTUSDC,SELL,7.35,60.67DOT,445.9245USDC,0.4459245USDC
2024-12-19 17:26:03,FLOKIUSDC,SELL,0.000182,14748FLOKI,2.684136USDC,0.00268414USDC
2024-12-19 17:26:03,FLOKIUSDC,SELL,0.000182,14748FLOKI,2.684136USDC,0.00268414USDC
2024-12-19 17:26:03,FLOKIUSDC,SELL,0.000182,70504FLOKI,12.831728USDC,0.01283173USDC
2024-12-19 17:26:03,FLOKIUSDC,SELL,0.000182,32570FLOKI,5.92774USDC,0.00592774USDC
2024-12-19 17:26:03,FLOKIUSDC,SELL,0.000182,200000FLOKI,36.4USDC,0.0364USDC
2024-12-19 17:26:03,FLOKIUSDC,SELL,0.000182,200000FLOKI,36.4USDC,0.0364USDC
2024-12-19 17:26:03,FLOKIUSDC,SELL,0.000182,33029FLOKI,6.011278USDC,0.00601128USDC
2024-12-19 17:26:03,FLOKIUSDC,SELL,0.000182,200000FLOKI,36.4USDC,0.0364USDC
2024-12-19 17:26:03,FLOKIUSDC,SELL,0.000182,200000FLOKI,36.4USDC,0.0364USDC
2024-12-19 17:26:03,FLOKIUSDC,SELL,0.000182,14748FLOKI,2.684136USDC,0.00268414USDC
2024-12-19 17:26:03,FLOKIUSDC,SELL,0.000182,200000FLOKI,36.4USDC,0.0364USDC
2024-12-19 17:26:03,FLOKIUSDC,SELL,0.000182,14748FLOKI,2.684136USDC,0.00268414USDC
2024-12-19 17:26:03,FLOKIUSDC,SELL,0.000182,70504FLOKI,12.831728USDC,0.01283173USDC
2024-12-19 17:26:03,FLOKIUSDC,SELL,0.000182,40369FLOKI,7.347158USDC,0.00734716USDC
2024-12-19 17:26:03,FLOKIUSDC,SELL,0.000182,70504FLOKI,12.831728USDC,0.01283173USDC
2024-12-19 17:26:03,FLOKIUSDC,SELL,0.000182,200000FLOKI,36.4USDC,0.0364USDC
2024-12-19 17:26:03,FLOKIUSDC,SELL,0.000182,14748FLOKI,2.684136USDC,0.00268414USDC
2024-12-19 17:26:03,FLOKIUSDC,SELL,0.000182,200000FLOKI,36.4USDC,0.0364USDC
2024-12-19 17:26:03,FLOKIUSDC,SELL,0.000182,14748FLOKI,2.684136USDC,0.00268414USDC
2024-12-19 17:26:03,FLOKIUSDC,SELL,0.000182,14748FLOKI,2.684136USDC,0.00268414USDC
2024-12-19 17:26:03,FLOKIUSDC,SELL,0.000182,14748FLOKI,2.684136USDC,0.00268414USDC
2024-12-19 17:26:03,FLOKIUSDC,SELL,0.000182,14748FLOKI,2.684136USDC,0.00268414USDC
2024-12-19 17:26:03,FLOKIUSDC,SELL,0.000182,14748FLOKI,2.684136USDC,0.00268414USDC
2024-12-19 17:26:03,FLOKIUSDC,SELL,0.000182,200000FLOKI,36.4USDC,0.0364USDC
2024-12-19 17:26:03,FLOKIUSDC,SELL,0.000182,200000FLOKI,36.4USDC,0.0364USDC
2024-12-19 17:26:03,FLOKIUSDC,SELL,0.000182,70504FLOKI,12.831728USDC,0.01283173USDC
2024-12-19 17:26:03,FLOKIUSDC,SELL,0.000182,200000FLOKI,36.4USDC,0.0364USDC
2024-12-19 17:26:03,FLOKIUSDC,SELL,0.000182,14748FLOKI,2.684136USDC,0.00268414USDC
2024-12-19 17:26:03,FLOKIUSDC,SELL,0.000182,36176FLOKI,6.584032USDC,0.00658403USDC
2024-12-19 17:26:03,FLOKIUSDC,SELL,0.000182,70504FLOKI,12.831728USDC,0.01283173USDC
2024-12-19 17:26:03,FLOKIUSDC,SELL,0.000182,50126FLOKI,9.122932USDC,0.00912293USDC
2024-12-19 17:26:03,FLOKIUSDC,SELL,0.000182,4000000FLOKI,728USDC,0.728USDC
2024-12-19 17:26:03,DOTUSDC,SELL,7.35,27.19DOT,199.8465USDC,0.1998465USDC
2024-12-19 06:34:12,USUALUSDT,SELL,1.15,1306.6USUAL,1502.59USDT,1.50259USDT
2024-12-16 18:53:20,USUALUSDT,BUY,0.869,1308USUAL,1136.652USDT,1.308USUAL
2024-12-10 00:22:52,CLVUSDT,BUY,0.074,5405.4CLV,399.9996USDT,5.4054CLV
2024-12-08 09:57:10,1MBABYDOGEUSDT,SELL,0.00465,3309031MBABYDOGE,1538.69895USDT,1.53869895USDT
2024-11-13 05:29:22,DOTUSDT,BUY,5.11,123.35DOT,630.3185USDT,0.12335DOT
2024-11-13 05:29:22,DOTUSDT,BUY,5.11,18.64DOT,95.2504USDT,0.01864DOT
2024-11-13 05:29:22,DOTUSDT,BUY,5.11,173.33DOT,885.7163USDT,0.17333DOT
2024-11-10 16:26:57,DOTUSDC,BUY,5.39,61.43DOT,331.1077USDC,0.06143DOT
2024-10-25 06:21:18,PEPEUSDC,BUY,0.0000097,206185567PEPE,1999.9999999USDC,206185.57PEPE
2024-10-22 11:39:16,FLOKIUSDC,BUY,0.000149,326827FLOKI,48.697223USDC,326.83FLOKI
2024-10-22 11:39:16,FLOKIUSDC,BUY,0.000149,2120662FLOKI,315.978638USDC,2120.66FLOKI
2024-10-22 11:39:16,FLOKIUSDC,BUY,0.000149,40212FLOKI,5.991588USDC,40.21FLOKI
2024-10-22 11:39:16,FLOKIUSDC,BUY,0.000149,1431418FLOKI,213.281282USDC,1431.42FLOKI
2024-10-22 11:39:16,FLOKIUSDC,BUY,0.000149,78646FLOKI,11.718254USDC,78.65FLOKI
2024-10-22 11:39:16,FLOKIUSDC,BUY,0.000149,87226FLOKI,12.996674USDC,87.23FLOKI
2024-10-22 11:39:16,FLOKIUSDC,BUY,0.000149,87230FLOKI,12.99727USDC,87.23FLOKI
2024-10-22 11:39:16,FLOKIUSDC,BUY,0.000149,1901648FLOKI,283.345552USDC,1901.65FLOKI
2024-10-22 11:39:16,FLOKIUSDC,BUY,0.000149,637540FLOKI,94.99346USDC,637.54FLOKI
2024-10-21 18:26:14,BOMEUSDC,BUY,0.0085,48060BOME,408.51USDC,48.06BOME
2024-10-21 18:26:14,BOMEUSDC,BUY,0.0085,22043BOME,187.3655USDC,22.04BOME
2024-10-21 18:26:14,BOMEUSDC,BUY,0.0085,44211BOME,375.7935USDC,44.21BOME
2024-10-21 18:26:14,BOMEUSDC,BUY,0.0085,3333BOME,28.3305USDC,3.33BOME
2024-10-21 15:20:06,TRBUSDC,BUY,65.9,10TRB,659USDC,0.01TRB
2024-10-19 05:13:30,FLOKIUSDC,SELL,0.0001599,5250478FLOKI,839.5514322USDC,0.83955143USDC
2024-10-19 05:13:30,FLOKIUSDC,SELL,0.0001599,935019FLOKI,149.5095381USDC,0.14950954USDC
2024-10-19 05:13:30,FLOKIUSDC,SELL,0.0001599,3200000FLOKI,511.68USDC,0.51168USDC
2024-10-19 05:13:30,FLOKIUSDC,SELL,0.0001599,2910000FLOKI,465.309USDC,0.465309USDC
2024-10-19 05:13:30,FLOKIUSDC,SELL,0.0001599,1755000FLOKI,280.6245USDC,0.2806245USDC
2024-10-19 05:13:30,FLOKIUSDC,SELL,0.0001599,1755000FLOKI,280.6245USDC,0.2806245USDC
2024-10-19 05:13:25,FLOKIUSDC,SELL,0.0001599,3005000FLOKI,480.4995USDC,0.4804995USDC
2024-10-19 05:13:24,FLOKIUSDC,SELL,0.0001599,149928FLOKI,23.9734872USDC,0.02397349USDC
2024-10-14 13:12:41,1MBABYDOGEUSDT,BUY,0.003019,1021041MBABYDOGE,308.251976USDT,102.11MBABYDOGE
2024-10-14 13:12:41,1MBABYDOGEUSDT,BUY,0.003019,2291311MBABYDOGE,691.746489USDT,229.131MBABYDOGE
2024-10-14 05:43:11,FLOKIUSDC,SELL,0.0001429,1949350FLOKI,278.562115USDC,0.27856212USDC
2024-10-14 05:43:11,FLOKIUSDC,SELL,0.0001429,4037851FLOKI,577.0089079USDC,0.57700891USDC
2024-10-12 12:23:24,FLOKIUSDC,SELL,0.0001402,3582385FLOKI,502.250377USDC,0.50225038USDC
2024-10-12 12:23:23,FLOKIUSDC,SELL,0.0001402,4295440FLOKI,602.220688USDC,0.60222069USDC
2024-10-06 18:58:05,FLOKIUSDC,BUY,0.0001393,2270000FLOKI,316.211USDC,2270FLOKI
2024-10-06 18:58:05,FLOKIUSDC,BUY,0.0001393,1515662FLOKI,211.1317166USDC,1515.66FLOKI
2024-10-06 18:27:27,FLOKIUSDC,BUY,0.0001393,624335FLOKI,86.9698655USDC,624.34FLOKI
2024-10-06 18:27:27,FLOKIUSDC,BUY,0.0001393,1892831FLOKI,263.6713583USDC,1892.83FLOKI
2024-10-06 18:00:26,FLOKIUSDC,BUY,0.0001393,26553981FLOKI,3698.9695533USDC,26553.98FLOKI
2024-08-05 13:30:21,WLDUSDC,SELL,1.405,135.1WLD,189.8155USDC,0.1898155USDC
2024-08-05 13:30:21,WLDUSDC,SELL,1.405,321WLD,451.005USDC,0.451005USDC
2024-08-05 13:30:21,AMPUSDT,SELL,0.002828,10882AMP,30.774296USDT,0.0307743USDT
2024-08-05 13:30:20,WLDUSDC,SELL,1.405,325WLD,456.625USDC,0.456625USDC
2024-08-05 13:30:20,WLDUSDC,SELL,1.405,324.1WLD,455.3605USDC,0.4553605USDC
2024-08-05 13:30:20,WLDUSDC,SELL,1.405,309WLD,434.145USDC,0.434145USDC
2024-08-05 13:29:32,PEPEUSDC,SELL,0.00000596,35746236PEPE,213.04756656USDC,0.21304757USDC
2024-08-05 13:29:32,PEPEUSDC,SELL,0.00000596,60779716PEPE,362.24710736USDC,0.34413475USDC
2024-08-05 13:29:32,PEPEUSDC,SELL,0.00000596,335570469PEPE,1999.99999524USDC,1.9USDC
2024-08-05 13:28:47,PEOPLEUSDT,SELL,0.04303,230.2PEOPLE,9.905506USDT,0.00990551USDT
2024-08-05 13:28:47,PEOPLEUSDT,SELL,0.04303,4799.7PEOPLE,206.531091USDT,0.20653109USDT
2024-07-28 23:16:05,AMPUSDT,BUY,0.00459,10893AMP,49.99887USDT,10.893AMP
2024-07-25 03:09:40,PEPEUSDT,BUY,0.00001182,253807106PEPE,2999.99999292USDT,253807.11PEPE
2024-07-24 23:46:57,1000SATSUSDT,SELL,0.000293,51607851000SATS,1512.110005USDT,1.51211001USDT
2024-07-24 23:46:57,1000SATSUSDT,SELL,0.000293,5985721000SATS,175.381596USDT,0.1753816USDT
2024-07-24 23:46:57,1000SATSUSDT,SELL,0.000293,1707641000SATS,50.033852USDT,0.05003385USDT
2024-07-24 23:46:57,1000SATSUSDT,SELL,0.000293,12104261000SATS,354.654818USDT,0.35465482USDT
2024-07-24 23:46:57,1000SATSUSDT,SELL,0.000293,15271191000SATS,447.445867USDT,0.44744587USDT
2024-07-24 23:46:57,1000SATSUSDT,SELL,0.000293,33374231000SATS,977.864939USDT,0.97786494USDT
2024-07-24 23:46:57,1000SATSUSDT,SELL,0.000293,64923851000SATS,1902.268805USDT,1.90226881USDT
2024-07-23 01:10:30,1000SATSUSDT,BUY,0.0002609,79265061000SATS,2068.0254154USDT,7926.511000SATS
2024-07-22 10:52:59,WLDUSDC,BUY,2.42,136.1WLD,329.362USDC,0.1361WLD
2024-07-22 10:52:59,WLDUSDC,BUY,2.42,293.3WLD,709.786USDC,0.2933WLD
2024-07-22 10:52:59,WLDUSDC,BUY,2.42,985.9WLD,2385.878USDC,0.9859WLD
2024-07-21 23:58:33,PEOPLEUSDT,SELL,0.089,23259.5PEOPLE,2070.0955USDT,2.0700955USDT
2024-07-21 20:20:32,PEOPLEUSDT,BUY,0.08315,5034.8PEOPLE,418.64362USDT,5.0348PEOPLE
2024-07-21 20:12:59,FLOKIUSDC,SELL,0.00019094,2328215FLOKI,444.5493721USDC,0.4223219USDC
2024-07-21 20:12:59,FLOKIUSDC,SELL,0.00019093,180674FLOKI,34.49608682USDC,0.03277128USDC
2024-07-21 20:12:59,FLOKIUSDC,SELL,0.00019141,2921102FLOKI,559.12813382USDC,0.53117173USDC
2024-07-21 20:12:59,FLOKIUSDC,SELL,0.00019131,523077FLOKI,100.06986087USDC,0.09506637USDC
2024-07-21 20:12:59,FLOKIUSDC,SELL,0.00019237,104039FLOKI,20.01398243USDC,0.01901328USDC
2024-07-21 13:03:47,BLZUSDT,SELL,0.1941,389BLZ,75.5049USDT,0.0755049USDT
2024-07-21 13:03:47,BLZUSDT,SELL,0.1941,466BLZ,90.4506USDT,0.0904506USDT
2024-07-21 12:54:32,BLZUSDT,SELL,0.1941,129BLZ,25.0389USDT,0.0250389USDT
2024-07-21 12:54:01,BLZUSDT,SELL,0.1941,26BLZ,5.0466USDT,0.0050466USDT
2024-07-21 12:53:53,BLZUSDT,SELL,0.1941,28BLZ,5.4348USDT,0.0054348USDT
2024-07-20 18:45:51,PEPEUSDC,BUY,0.0000123,1339800PEPE,16.47954USDC,1339.8PEPE
2024-07-20 18:45:51,PEPEUSDC,BUY,0.0000123,177369855PEPE,2181.6492165USDC,177369.86PEPE
2024-07-20 15:15:09,BLZUSDT,BUY,0.189,228BLZ,43.092USDT,0.228BLZ
2024-07-20 15:15:09,BLZUSDT,BUY,0.189,812BLZ,153.468USDT,0.812BLZ
2024-07-20 09:31:27,PEOPLEUSDT,BUY,0.0859,4825.1PEOPLE,414.47609USDT,4.8251PEOPLE
2024-07-20 09:31:27,PEOPLEUSDT,BUY,0.0859,18457.7PEOPLE,1585.51643USDT,18.4577PEOPLE
2024-07-19 21:53:14,PEPEUSDC,SELL,0.00001305,85586217PEPE,1116.90013185USDC,1.11690013USDC
2024-07-19 21:53:14,PEPEUSDC,SELL,0.00001305,83021377PEPE,1083.42896985USDC,1.08342897USDC
2024-07-19 18:28:28,1000SATSUSDT,BUY,0.0002829,7170001000SATS,202.8393USDT,7171000SATS
2024-07-19 18:28:28,1000SATSUSDT,BUY,0.0002829,9693791000SATS,274.2373191USDT,969.381000SATS
2024-07-19 18:28:28,1000SATSUSDT,BUY,0.0002829,4106051000SATS,116.1601545USDT,410.611000SATS
2024-07-19 18:28:28,1000SATSUSDT,BUY,0.0002829,9693791000SATS,274.2373191USDT,969.381000SATS
2024-07-19 18:28:28,1000SATSUSDT,BUY,0.0002829,5269281000SATS,149.0679312USDT,526.931000SATS
2024-07-19 18:28:28,1000SATSUSDT,BUY,0.0002829,37151000SATS,1.0509735USDT,3.721000SATS
2024-07-19 18:28:28,1000SATSUSDT,BUY,0.0002829,49250001000SATS,1393.2825USDT,49251000SATS
2024-07-19 18:28:28,1000SATSUSDT,BUY,0.0002829,9693791000SATS,274.2373191USDT,969.381000SATS
2024-07-19 18:28:28,1000SATSUSDT,BUY,0.0002829,1463041000SATS,41.3894016USDT,146.31000SATS
2024-07-19 18:28:28,1000SATSUSDT,BUY,0.0002829,7118361000SATS,201.3784044USDT,711.841000SATS
2024-07-19 18:28:28,1000SATSUSDT,BUY,0.0002829,2399561000SATS,67.8835524USDT,239.961000SATS
2024-07-17 20:50:17,FLOKIUSDC,BUY,0.0001829,3957145FLOKI,723.7618205USDC,3957.15FLOKI
2024-07-17 20:50:17,FLOKIUSDC,BUY,0.0001829,1360323FLOKI,248.8030767USDC,1360.32FLOKI
2024-07-17 20:49:25,FLOKIUSDC,BUY,0.0001829,150000FLOKI,27.435USDC,150FLOKI
2024-07-17 20:45:35,FLOKIUSDC,BUY,0.0001835,70800FLOKI,12.9918USDC,70.8FLOKI
2024-07-17 20:45:35,FLOKIUSDC,BUY,0.0001835,70800FLOKI,12.9918USDC,70.8FLOKI
2024-07-17 20:45:35,FLOKIUSDC,BUY,0.0001835,70800FLOKI,12.9918USDC,70.8FLOKI
2024-07-17 20:45:35,FLOKIUSDC,BUY,0.0001835,29222FLOKI,5.362237USDC,29.22FLOKI
2024-07-17 20:45:35,FLOKIUSDC,BUY,0.0001835,70800FLOKI,12.9918USDC,70.8FLOKI
2024-07-17 20:45:35,FLOKIUSDC,BUY,0.0001835,70800FLOKI,12.9918USDC,70.8FLOKI
2024-07-17 20:45:35,FLOKIUSDC,BUY,0.0001835,70800FLOKI,12.9918USDC,70.8FLOKI
2024-07-17 20:45:35,FLOKIUSDC,BUY,0.0001835,70800FLOKI,12.9918USDC,70.8FLOKI
2024-07-17 20:45:35,FLOKIUSDC,BUY,0.0001835,70800FLOKI,12.9918USDC,70.8FLOKI
2024-07-17 19:46:30,PEPEUSDC,BUY,0.00001185,48589617PEPE,575.78696145USDC,48589.62PEPE
2024-07-17 19:46:30,PEPEUSDC,BUY,0.00001185,1097865PEPE,13.00970025USDC,1097.87PEPE
2024-07-17 19:46:30,PEPEUSDC,BUY,0.00001185,54827158PEPE,649.7018223USDC,54827.16PEPE
2024-07-17 19:46:30,PEPEUSDC,BUY,0.00001185,18342731PEPE,217.36136235USDC,18342.73PEPE
2024-07-17 19:46:26,PEPEUSDC,BUY,0.00001185,12610000PEPE,149.4285USDC,12610PEPE
2024-07-17 19:46:26,PEPEUSDC,BUY,0.00001185,33309000PEPE,394.71165USDC,33309PEPE
2024-07-17 18:48:04,FLOKIUSDT,SELL,0.000178,1275774FLOKI,227.087772USDT,0.22708777USDT
