Time,Pair,Side,Price,Executed,Amount,Fee
2024-07-17 18:48:04,FLOKIUSDT,SELL,0.000178,2242269FLOKI,399.123882USDT,0.39912388USDT
2024-07-17 18:48:04,FLOKIUSDT,SELL,0.000178,459656FLOKI,81.818768USDT,0.08181877USDT
2024-07-17 18:48:04,FLOKIUSDT,SELL,0.000178,2060000FLOKI,366.68USDT,0.36668USDT
2024-07-17 18:48:04,FLOKIUSDT,SELL,0.000178,896963FLOKI,159.659414USDT,0.15965941USDT
2024-07-17 18:48:04,FLOKIUSDT,SELL,0.000178,2990172FLOKI,532.250616USDT,0.53225062USDT
2024-07-17 18:48:04,FLOKIUSDT,SELL,0.000178,1410000FLOKI,250.98USDT,0.25098USDT
2024-07-17 18:48:04,FLOKIUSDT,SELL,0.000178,1092142FLOKI,194.401276USDT,0.19440128USDT
2024-07-17 18:48:04,FLOKIUSDT,SELL,0.000178,8100033FLOKI,1441.805874USDT,1.44180587USDT
2024-07-17 18:48:03,FLOKIUSDT,SELL,0.000178,377448FLOKI,67.185744USDT,0.06718574USDT
2024-07-17 18:48:03,FLOKIUSDT,SELL,0.000178,466317FLOKI,83.004426USDT,0.08300443USDT
2024-07-17 18:48:03,FLOKIUSDT,SELL,0.000178,399919FLOKI,71.185582USDT,0.07118558USDT
2024-07-17 18:48:03,FLOKIUSDT,SELL,0.000178,121647FLOKI,21.653166USDT,0.02165317USDT
2024-07-17 18:48:03,FLOKIUSDT,SELL,0.000178,916397FLOKI,163.118666USDT,0.16311867USDT
2024-07-17 18:48:03,FLOKIUSDT,SELL,0.000178,635765FLOKI,113.16617USDT,0.11316617USDT
2024-07-17 18:33:04,FARMUSDT,SELL,47.1,12.048FARM,567.4608USDT,0.5674608USDT
2024-07-17 18:33:04,FARMUSDT,SELL,47.1,12.236FARM,576.3156USDT,0.5763156USDT
2024-07-17 18:33:03,FARMUSDT,SELL,47.1,2.085FARM,98.2035USDT,0.0982035USDT
2024-07-16 10:24:44,FLOKIUSDC,SELL,0.00017775,1898458FLOKI,337.4509095USDC,0.32057836USDC
2024-07-16 10:24:44,FLOKIUSDC,SELL,0.00017777,462803FLOKI,82.27248931USDC,0.07815886USDC
2024-07-15 04:43:08,DOTUSDC,SELL,6.5,322.77DOT,2098.005USDC,2.098005USDC
2024-07-08 11:00:43,FLOKIUSDT,BUY,0.0001458,15633010FLOKI,2279.292858USDT,15633.01FLOKI
2024-07-08 11:00:43,FLOKIUSDT,BUY,0.0001458,124482FLOKI,18.1494756USDT,124.48FLOKI
2024-07-07 03:05:11,DOTUSDC,BUY,6.19,316.63DOT,1959.9397USDC,0.31663DOT
2024-07-07 03:05:11,DOTUSDC,BUY,6.19,6.47DOT,40.0493USDC,0.00647DOT
2024-07-07 02:58:15,FLOKIUSDT,BUY,0.000149,10073842FLOKI,1501.002458USDT,10073.84FLOKI
2024-07-06 10:46:02,FARMUSDT,BUY,37.9,22.956FARM,870.0324USDT,0.022956FARM
2024-07-06 10:39:33,FARMUSDT,BUY,37.9,3.429FARM,129.9591USDT,0.003429FARM
2024-07-05 05:04:34,USDCUSDT,SELL,1.0001,1494USDC,1494.1494USDT,0BNB
2024-07-05 04:55:35,BNBUSDC,SELL,497,2.613BNB,1298.661USDC,1.298661USDC
2024-07-05 04:48:06,PEPEUSDC,SELL,0.00000832,23722722PEPE,197.37304704USDC,0.19737305USDC
2024-07-05 04:45:34,FLOKIUSDT,SELL,0.00013223,2381359FLOKI,314.88710057USDT,0.3148871USDT
2024-07-05 04:45:34,FLOKIUSDT,SELL,0.00013221,1340000FLOKI,177.1614USDT,0.1771614USDT
2024-07-05 04:45:34,FLOKIUSDT,SELL,0.00013223,80000FLOKI,10.5784USDT,0.0105784USDT
2024-07-05 04:45:34,FLOKIUSDT,SELL,0.00013219,391956FLOKI,51.81266364USDT,0.05181266USDT
2024-07-05 04:45:34,FLOKIUSDT,SELL,0.00013221,2470000FLOKI,326.5587USDT,0.3265587USDT
2024-07-05 04:45:34,FLOKIUSDT,SELL,0.00013219,2470000FLOKI,326.5093USDT,0.3265093USDT
2024-07-05 04:45:34,FLOKIUSDT,SELL,0.0001322,2470000FLOKI,326.534USDT,0.326534USDT
2024-07-05 04:45:34,FLOKIUSDT,SELL,0.00013219,571052FLOKI,75.48736388USDT,0.07548736USDT
2024-07-05 04:45:34,FLOKIUSDT,SELL,0.00013219,42846FLOKI,5.66381274USDT,0.00566381USDT
2024-07-05 04:45:34,FLOKIUSDT,SELL,0.00013221,391956FLOKI,51.82050276USDT,0.0518205USDT
2024-07-05 04:44:36,UMAUSDT,SELL,1.852,11.9UMA,22.0388USDT,0.0220388USDT
2024-07-05 04:44:35,UMAUSDT,SELL,1.852,98.8UMA,182.9776USDT,0.1829776USDT
2024-07-05 04:44:35,UMAUSDT,SELL,1.852,11.9UMA,22.0388USDT,0.0220388USDT
2024-07-05 04:44:27,UMAUSDT,SELL,1.852,15UMA,27.78USDT,0.02778USDT
2024-07-05 04:44:07,MASKUSDT,SELL,1.955,43.6MASK,85.238USDT,0.085238USDT
2024-07-05 04:44:07,MASKUSDT,SELL,1.955,48.8MASK,95.404USDT,0.095404USDT
2024-07-05 04:44:07,MASKUSDT,SELL,1.956,62MASK,121.272USDT,0.121272USDT
2024-07-05 04:44:07,MASKUSDT,SELL,1.956,36.7MASK,71.7852USDT,0.0717852USDT
2024-07-05 04:43:32,CLVUSDT,SELL,0.04187,4106.9CLV,171.955903USDT,0.1719559USDT
2024-07-05 04:42:45,IQUSDT,SELL,0.004862,8203IQ,39.882986USDT,0.03988299USDT
2024-07-05 04:42:45,IQUSDT,SELL,0.004863,8406IQ,40.878378USDT,0.04087838USDT
2024-07-05 04:42:45,IQUSDT,SELL,0.004862,1693IQ,8.231366USDT,0.00823137USDT
2024-07-05 04:42:45,IQUSDT,SELL,0.004862,1735IQ,8.43557USDT,0.00843557USDT
2024-07-05 04:40:46,ICPUSDT,SELL,6.379,79.63ICP,507.95977USDT,0.50795977USDT
2024-07-05 04:40:46,ICPUSDT,SELL,6.379,36.12ICP,230.40948USDT,0.23040948USDT
2024-07-04 03:01:06,PEPEUSDT,BUY,0.00001009,23746444PEPE,239.60161996USDT,23746.44PEPE
2024-07-03 18:49:04,PENDLEUSDT,SELL,4.01,60.7PENDLE,243.407USDT,0.243407USDT
2024-07-03 12:19:15,FLOKIUSDT,BUY,0.000169,7027893FLOKI,1187.713917USDT,7027.89FLOKI
2024-07-03 12:19:15,FLOKIUSDT,BUY,0.000169,1770545FLOKI,299.222105USDT,1770.55FLOKI
2024-07-03 02:37:18,FLOKIUSDT,SELL,0.000186,1607208FLOKI,298.940688USDT,0.29894069USDT
2024-07-03 02:37:18,FLOKIUSDT,SELL,0.000186,2258903FLOKI,420.155958USDT,0.42015596USDT
2024-07-03 02:37:18,FLOKIUSDT,SELL,0.000186,466152FLOKI,86.704272USDT,0.08670427USDT
2024-07-03 02:37:18,FLOKIUSDT,SELL,0.000186,2130000FLOKI,396.18USDT,0.39618USDT
2024-07-03 02:37:18,FLOKIUSDT,SELL,0.000186,782718FLOKI,145.585548USDT,0.14558555USDT
2024-07-03 02:37:18,FLOKIUSDT,SELL,0.000186,755019FLOKI,140.433534USDT,0.14043353USDT
2024-06-27 17:27:20,PENDLEUSDT,BUY,5.22,27.5PENDLE,143.55USDT,0.0275PENDLE
2024-06-27 17:27:20,PENDLEUSDT,BUY,5.22,33.2PENDLE,173.304USDT,0.0332PENDLE
2024-06-27 17:07:43,IOUSDT,SELL,3.71,85.6IO,317.576USDT,0.317576USDT
2024-06-27 14:32:04,IOUSDT,BUY,3.43,60.05IO,205.9715USDT,0.06005IO
2024-06-27 12:04:21,PENDLEUSDT,SELL,5.33,38.6PENDLE,205.738USDT,0.205738USDT
2024-06-27 10:09:04,PENDLEUSDT,BUY,5.295,38.7PENDLE,204.9165USDT,0.0387PENDLE
2024-06-27 01:24:45,FLOKIUSDT,BUY,0.0001671,8133720FLOKI,1359.144612USDT,8133.72FLOKI
2024-06-26 03:51:00,PENDLEUSDT,SELL,5.72,237.7PENDLE,1359.644USDT,1.359644USDT
2024-06-25 17:30:14,FLOKIUSDT,SELL,0.00018,587301FLOKI,105.71418USDT,0.10571418USDT
2024-06-25 16:04:37,PENDLEUSDT,BUY,5.69,238PENDLE,1354.22USDT,0.238PENDLE
2024-06-25 10:23:09,FLOKIUSDT,BUY,0.0001701,587889FLOKI,99.9999189USDT,587.89FLOKI
2024-06-24 02:36:13,PENDLEUSDT,SELL,5.712,62.9PENDLE,359.2848USDT,0.3592848USDT
2024-06-24 02:36:13,PENDLEUSDT,SELL,5.712,68.3PENDLE,390.1296USDT,0.3901296USDT
2024-06-24 02:36:13,PENDLEUSDT,SELL,5.712,114.9PENDLE,656.3088USDT,0.6563088USDT
2024-06-24 01:30:28,PENDLEUSDT,BUY,5.7,246.4PENDLE,1404.48USDT,0.2464PENDLE
2024-06-20 18:08:56,IOUSDT,BUY,3.9,25.64IO,99.996USDT,0.02564IO
2024-06-20 16:04:15,MASKUSDT,BUY,2.51,39.8MASK,99.898USDT,0.0398MASK
2024-06-20 11:42:52,FLOKIUSDT,BUY,0.0001841,543183FLOKI,99.9999903USDT,543.18FLOKI
2024-06-20 10:04:04,ICPUSDT,BUY,8.63,115.23ICP,994.4349USDT,0.11523ICP
2024-06-20 10:03:44,ICPUSDT,BUY,8.63,0.64ICP,5.5232USDT,0.00064ICP
2024-06-18 18:50:41,BNBUSDT,BUY,578,0.865BNB,499.97USDT,0.00064875BNB
2024-06-18 15:36:18,SEIUSDC,SELL,0.3413,347.1SEI,118.46523USDC,0.00015398BNB
2024-06-18 15:25:24,VANRYUSDT,SELL,0.139,678VANRY,94.242USDT,0.00012251BNB
2024-06-18 15:24:40,DOGEUSDT,SELL,0.11955,1585DOGE,189.48675USDT,0.18948675USDT
2024-06-18 15:24:31,THETAFDUSD,SELL,1.368,30.9THETA,42.2712FDUSD,0BNB
2024-06-18 15:24:31,THETAFDUSD,SELL,1.369,73THETA,99.937FDUSD,0.099937FDUSD
2024-06-18 15:24:31,THETAFDUSD,SELL,1.369,79.4THETA,108.6986FDUSD,0.1086986FDUSD
2024-06-18 15:24:31,THETAFDUSD,SELL,1.368,73THETA,99.864FDUSD,0.099864FDUSD
2024-06-18 15:24:31,THETAFDUSD,SELL,1.368,36.5THETA,49.932FDUSD,0.049932FDUSD
2024-06-18 15:24:31,THETAFDUSD,SELL,1.369,21.9THETA,29.9811FDUSD,0.0299811FDUSD
2024-06-18 15:24:31,THETAFDUSD,SELL,1.368,184THETA,251.712FDUSD,0BNB
2024-06-18 15:23:56,SHIBUSDT,SELL,0.00001764,15983563SHIB,281.95005132USDT,0.28195005USDT
2024-06-18 15:23:28,ARBUSDT,SELL,0.7785,243.3ARB,189.40905USDT,0.18467382USDT
2024-06-18 15:23:18,RLCUSDT,SELL,2.022,89.3RLC,180.5646USDT,0.1805646USDT
2024-06-18 15:22:20,CTSIUSDT,SELL,0.1572,546CTSI,85.8312USDT,0.0858312USDT
2024-06-18 15:22:12,STORJUSDT,SELL,0.3549,284STORJ,100.7916USDT,0.1007916USDT
2024-06-18 15:22:12,STORJUSDT,SELL,0.3549,831STORJ,294.9219USDT,0.2949219USDT
2024-06-18 15:22:12,STORJUSDT,SELL,0.3549,1124STORJ,398.9076USDT,0.3989076USDT
2024-06-18 15:19:48,IDUSDT,SELL,0.4487,130ID,58.331USDT,0.058331USDT
2024-06-17 04:22:31,FLOKIUSDT,BUY,0.000198,1199331FLOKI,237.467538USDT,1199.33FLOKI
2024-06-15 21:30:30,MATICUSDT,SELL,0.612,720.2MATIC,440.7624USDT,0.4407624USDT
2024-06-15 18:47:22,TIAUSDT,SELL,7.76,7.1TIA,55.096USDT,0.0000681BNB
2024-06-15 18:44:29,RADUSDT,SELL,1.477,67.8RAD,100.1406USDT,0.0001237BNB
2024-06-15 18:44:04,NKNUSDT,SELL,0.0946,1354NKN,128.0884USDT,0.00015818BNB
2024-06-15 18:36:49,MINAUSDT,SELL,0.6595,45.2MINA,29.8094USDT,0.0000368BNB
2024-06-15 18:36:31,MINAUSDT,SELL,0.6595,178.7MINA,117.85265USDT,0.00014551BNB
2024-06-15 18:31:44,NFPUSDT,SELL,0.3914,28NFP,10.9592USDT,0.0109592USDT
2024-06-15 18:31:44,NFPUSDT,SELL,0.3913,65NFP,25.4345USDT,0.0254345USDT
2024-06-15 18:31:44,NFPUSDT,SELL,0.3913,28NFP,10.9564USDT,0.0109564USDT
2024-06-13 00:30:53,FLOKIUSDT,BUY,0.0002153,1954916FLOKI,420.8934148USDT,1954.92FLOKI
2024-06-12 21:56:58,PEPEUSDT,SELL,0.00001281,4598309PEPE,58.90433829USDT,0.05743173USDT
2024-06-12 21:56:58,PEPEUSDT,SELL,0.00001281,28290399PEPE,362.40001119USDT,0.35334001USDT
2024-06-12 14:35:04,PEPEUSDT,BUY,0.00001374,32921630PEPE,452.3431962USDT,32921.63PEPE
2024-06-12 14:34:27,CTXCUSDT,SELL,0.291,1556CTXC,452.796USDT,0.452796USDT
2024-05-27 09:15:31,MASKUSDT,BUY,3.419,36.5MASK,124.7935USDT,0.0365MASK
2024-05-27 09:15:31,MASKUSDT,BUY,3.419,53.5MASK,182.9165USDT,0.0535MASK
2024-05-27 09:15:31,MASKUSDT,BUY,3.419,24.1MASK,82.3979USDT,0.0241MASK
2024-05-27 07:53:58,EDUUSDT,SELL,1.1,355EDU,390.5USDT,0.3905USDT
2024-05-27 03:59:57,EDUUSDT,BUY,0.971,229EDU,222.359USDT,0.229EDU
2024-05-26 12:35:41,CITYUSDT,SELL,3.51,18.98CITY,66.6198USDT,0.0666198USDT
2024-05-26 12:35:41,CITYUSDT,SELL,3.51,44.45CITY,156.0195USDT,0.1560195USDT
2024-05-25 23:19:39,CITYUSDT,BUY,3.099,8CITY,24.792USDT,0.008CITY
2024-05-25 23:19:39,CITYUSDT,BUY,3.1,27.12CITY,84.072USDT,0.02712CITY
2024-05-22 02:33:30,FLOKIUSDT,SELL,0.00024,454168FLOKI,109.00032USDT,0.10900032USDT
2024-05-15 16:55:20,CITYUSDT,BUY,3.18,2.19CITY,6.9642USDT,0.00219CITY
2024-05-15 16:54:48,NEARUSDT,SELL,7.759,0.9NEAR,6.9831USDT,0.0069831USDT
2024-04-18 10:41:20,NKNUSDT,BUY,0.1189,66NKN,7.8474USDT,0.066NKN
2024-04-17 22:07:09,OMNIUSDT,SELL,28.81,0.27OMNI,7.7787USDT,0.0077787USDT
2024-04-10 04:53:40,DOGEUSDT,BUY,0.185,114DOGE,21.09USDT,0.00002777BNB
2024-04-09 22:41:05,SAGAUSDT,SELL,6.2362,3.4SAGA,21.20308USDT,0.00002737BNB
2024-04-09 22:38:02,VANRYUSDT,BUY,0.22994,126VANRY,28.97244USDT,0.126VANRY
2024-04-09 22:36:18,ENAUSDT,SELL,1.244,23.19ENA,28.84836USDT,0.02884836USDT
2024-04-01 07:50:16,RADUSDT,BUY,2.89,67.8RAD,195.942USDT,0.0678RAD
2024-03-31 16:41:00,NEARUSDT,SELL,7.3,11.5NEAR,83.95USDT,0.08395USDT
2024-03-31 16:41:00,NEARUSDT,SELL,7.3,15.4NEAR,112.42USDT,0.11242USDT
2024-03-28 13:13:47,DOGEUSDT,BUY,0.212,1473DOGE,312.276USDT,1.473DOGE
2024-03-28 11:31:23,NKNUSDT,BUY,0.1551,1289NKN,199.9239USDT,1.289NKN
2024-03-28 10:19:14,VANRYUSDT,BUY,0.271,553VANRY,149.863USDT,0.553VANRY
2024-03-28 04:39:40,NEARUSDT,BUY,7.15,27.9NEAR,199.485USDT,0.0279NEAR
2024-03-26 16:32:35,ARBUSDT,BUY,1.68,59.5ARB,99.96USDT,0.0595ARB
2024-03-26 16:27:33,CTXCUSDT,BUY,0.45,444CTXC,199.8USDT,0.444CTXC
2024-03-26 16:27:17,RLCUSDT,BUY,3.8,25.6RLC,97.28USDT,0.0256RLC
2024-03-26 16:27:17,RLCUSDT,BUY,3.8,8.7RLC,33.06USDT,0.0087RLC
2024-03-26 16:27:17,RLCUSDT,BUY,3.8,55.1RLC,209.38USDT,0.0551RLC
2024-03-26 15:39:41,IDUSDT,BUY,1.189,67ID,79.663USDT,0.067ID
2024-03-26 15:36:25,EDUUSDT,BUY,1.16,16EDU,18.56USDT,0.00002373BNB
2024-03-26 15:36:25,EDUUSDT,BUY,1.16,111EDU,128.76USDT,0.111EDU
2024-03-26 07:22:02,ETHFIUSDT,SELL,5,3.9ETHFI,19.5USDT,0.0195USDT
2024-03-18 15:47:51,STORJUSDT,BUY,0.69,147STORJ,101.43USDT,0.147STORJ
2024-03-18 14:18:56,CTXCUSDT,BUY,0.46,217CTXC,99.82USDT,0.217CTXC
2024-03-18 02:38:37,TIAUSDT,BUY,13.9,7.1TIA,98.69USDT,0.00013181BNB
2024-03-16 15:46:42,FLOKIUSDT,BUY,0.00022,454545FLOKI,99.9999USDT,454.55FLOKI
2024-03-16 13:27:38,IDUSDT,BUY,1.55,64ID,99.2USDT,0.064ID
2024-03-15 12:06:34,THETAFDUSD,BUY,2.96,168.9THETA,499.944FDUSD,0BNB
2024-03-12 19:22:43,SHIBUSDT,BUY,0.0000301,3322259SHIB,99.9999959USDT,3322.26SHIB
2024-03-12 01:56:49,CTXCUSDT,BUY,0.63,238CTXC,149.94USDT,0.238CTXC
2024-03-10 16:40:42,SEIUSDT,BUY,0.863,347.5SEI,299.8925USDT,0.3475SEI
2024-03-10 13:34:26,CTXCUSDT,BUY,0.753,55CTXC,41.415USDT,0.00005851BNB
2024-03-10 13:32:26,CTXCUSDT,BUY,0.753,603CTXC,454.059USDT,0.603CTXC
2024-03-10 01:57:44,CITYUSDT,BUY,3.819,12.43CITY,47.47017USDT,0.01243CITY
2024-03-10 01:57:44,CITYUSDT,BUY,3.819,13.75CITY,52.51125USDT,0.01375CITY
2024-03-09 11:36:32,PORTALUSDT,SELL,2.31,153.9PORTAL,355.509USDT,0.355509USDT
2024-03-09 11:36:20,PORTALUSDT,SELL,2.31,12.7PORTAL,29.337USDT,0.029337USDT
2024-03-09 08:40:48,JUPUSDT,SELL,0.751,681JUP,511.431USDT,0.511431USDT
2024-03-07 09:07:32,CTSIUSDT,BUY,0.3665,546CTSI,200.109USDT,0.546CTSI
2024-03-07 08:46:25,ARBUSDT,BUY,2.0367,184ARB,374.7528USDT,0.184ARB
2024-03-07 08:28:01,STORJUSDT,BUY,0.776,374STORJ,290.224USDT,0.374STORJ
2024-03-07 08:28:01,STORJUSDT,BUY,0.776,610STORJ,473.36USDT,0.61STORJ
2024-03-07 08:27:53,STORJUSDT,BUY,0.776,439STORJ,340.664USDT,0.439STORJ
2024-03-07 08:27:46,STORJUSDT,BUY,0.776,163STORJ,126.488USDT,0.163STORJ
2024-03-07 08:27:46,STORJUSDT,BUY,0.776,250STORJ,194USDT,0.25STORJ
2024-03-07 08:06:05,THETAUSDT,BUY,2.878,330.1THETA,950.0278USDT,0.3301THETA
2024-03-07 07:38:47,UMAUSDT,BUY,3.93,98.1UMA,385.533USDT,0.0981UMA
2024-03-07 07:38:46,UMAUSDT,BUY,3.93,39.5UMA,155.235USDT,0.0395UMA
2024-03-07 07:38:44,MINAUSDT,BUY,1.298,224MINA,290.752USDT,0.224MINA
2024-03-07 07:35:24,PORTALUSDT,BUY,2.169,39.3PORTAL,85.2417USDT,0.0393PORTAL
2024-03-07 07:35:24,PORTALUSDT,BUY,2.169,40.6PORTAL,88.0614USDT,0.0406PORTAL
2024-03-06 08:04:03,SHIBUSDT,BUY,0.0000357,8403362SHIB,300.0000234USDT,8403.36SHIB
2024-03-06 07:46:29,SHIBUSDT,BUY,0.0000351,4272814SHIB,149.9757714USDT,4272.81SHIB
2024-03-05 22:38:50,MATICUSDT,BUY,0.98,316.1MATIC,309.778USDT,0.3161MATIC
2024-03-05 18:23:50,SOLUSDT,SELL,135.31,1.99SOL,269.2669USDT,0.2692669USDT
2024-03-05 18:14:31,XAIUSDT,SELL,1.2447,407.6XAI,507.33972USDT,0.50733972USDT
2024-03-05 18:14:31,XAIUSDT,SELL,1.2447,6.3XAI,7.84161USDT,0.00784161USDT
2024-03-05 18:14:31,XAIUSDT,SELL,1.2447,341.2XAI,424.69164USDT,0.42469164USDT
2024-03-05 18:10:29,ICPFDUSD,SELL,14.644,2.16ICP,31.63104FDUSD,0BNB
2024-03-05 18:10:28,ICPFDUSD,SELL,14.644,34.73ICP,508.58612FDUSD,0BNB
2024-03-05 18:09:36,SHIBUSDT,SELL,0.00003196,23228826SHIB,742.39327896USDT,0.74239328USDT
2024-03-05 18:09:36,SHIBUSDT,SELL,0.00003198,167150SHIB,5.345457USDT,0.00534546USDT
2024-03-05 18:09:36,SHIBUSDT,SELL,0.00003197,395435SHIB,12.64205695USDT,0.01264206USDT
2024-03-05 18:09:36,SHIBUSDT,SELL,0.00003197,760087SHIB,24.29998139USDT,0.02429998USDT
2024-03-05 18:09:36,SHIBUSDT,SELL,0.00003198,5303542SHIB,169.60727316USDT,0.16960727USDT
2024-03-05 18:09:36,SHIBUSDT,SELL,0.00003197,1878463SHIB,60.05446211USDT,0.06005446USDT
2024-03-03 07:43:29,MATICUSDT,BUY,1.1173,400.5MATIC,447.47865USDT,0.4005MATIC
2024-03-02 03:23:26,STORJUSDT,BUY,0.79,257STORJ,203.03USDT,0.257STORJ
2024-03-01 15:54:14,NFPUSDT,BUY,0.815,122NFP,99.43USDT,0.122NFP
2024-03-01 13:48:39,PORTALUSDT,BUY,2.3,86.9PORTAL,199.87USDT,0.0869PORTAL
2024-03-01 00:07:13,IQUSDT,BUY,0.007607,17159IQ,130.528513USDT,17.159IQ
2024-03-01 00:07:13,IQUSDT,BUY,0.007607,2841IQ,21.611487USDT,2.841IQ
2024-02-25 14:40:59,CLVUSDT,BUY,0.061,4106.5CLV,250.4965USDT,4.1065CLV
2024-02-24 23:09:33,COTIUSDT,SELL,0.17,1475COTI,250.75USDT,0.25075USDT
2024-01-31 18:00:56,JUPFDUSD,BUY,0.74,202.8JUP,150.072FDUSD,0BNB
2024-01-31 18:00:56,JUPFDUSD,BUY,0.74,72.6JUP,53.724FDUSD,0BNB
2024-01-31 18:00:56,JUPFDUSD,BUY,0.74,202.8JUP,150.072FDUSD,0BNB
2024-01-31 18:00:56,JUPFDUSD,BUY,0.74,202.8JUP,150.072FDUSD,0BNB
2024-01-31 17:18:29,SHIBUSDT,BUY,0.0000089,28626431SHIB,254.7752359USDT,28626.43SHIB
2024-01-31 17:18:29,SHIBUSDT,BUY,0.0000089,3066813SHIB,27.2946357USDT,3066.81SHIB
2024-01-31 17:18:29,SHIBUSDT,BUY,0.0000089,71521SHIB,0.6365369USDT,71.52SHIB
2024-01-18 18:50:44,MASKUSDT,BUY,3.5,0.6MASK,2.1USDT,0.0006MASK
2024-01-18 18:50:44,MASKUSDT,BUY,3.5,36.7MASK,128.45USDT,0.0367MASK
2024-01-11 18:16:41,COTIUSDT,BUY,0.063,1476COTI,92.988USDT,1.476COTI
2024-01-11 14:29:19,FDUSDUSDT,SELL,0.9985,503FDUSD,502.2455USDT,0BNB
2024-01-11 14:17:57,ICPFDUSD,BUY,13.517,36.93ICP,499.18281FDUSD,0.03693ICP
2024-01-11 14:14:58,FDUSDUSDT,BUY,0.9986,1506FDUSD,1503.8916USDT,0BNB
2024-01-11 14:14:24,EURUSDT,SELL,1.0953,1374.6EUR,1505.59938USDT,1.50559938USDT
2024-01-11 14:03:16,XAIFDUSD,BUY,0.6624,412XAI,272.9088FDUSD,0BNB
2024-01-11 14:03:13,XAIFDUSD,BUY,0.6624,158.5XAI,104.9904FDUSD,0BNB
2024-01-11 14:03:13,XAIFDUSD,BUY,0.6624,10.6XAI,7.02144FDUSD,0BNB
2024-01-11 14:03:13,XAIFDUSD,BUY,0.6624,120.8XAI,80.01792FDUSD,0BNB
2024-01-11 14:03:13,XAIFDUSD,BUY,0.6624,10.6XAI,7.02144FDUSD,0BNB
2024-01-11 14:03:13,XAIFDUSD,BUY,0.6624,31.7XAI,20.99808FDUSD,0BNB
2024-01-11 14:03:13,XAIFDUSD,BUY,0.6624,10.6XAI,7.02144FDUSD,0BNB
2024-01-11 14:02:03,FDUSDUSDT,BUY,0.9986,500FDUSD,499.3USDT,0BNB
2024-01-11 14:00:07,EURUSDT,SELL,1.0953,456.4EUR,499.89492USDT,0.49989492USDT
2024-01-08 00:16:22,SOLEUR,BUY,84,2SOL,168EUR,0.002SOL
